Sun Mar 12 17:56:44 2023, 12.282402, serial, 1800000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 173312605, 326153217
Sun Mar 12 17:57:35 2023, 12.495927, serial, 1800000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 402170051, 556031474
Sun Mar 12 17:58:56 2023, 12.715592, serial, 1800000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 635184775, 788955682
Sun Mar 12 18:05:49 2023, 468.168559, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 1233961501, 1604668621
Sun Mar 12 18:06:48 2023, 457.851698, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 1606020790, 1981379693
Sun Mar 12 18:07:46 2023, 460.234854, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 1982740163, 2356360239
Sun Mar 12 18:08:45 2023, 460.234375, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 2357658087, 2728950350
Sun Mar 12 18:09:44 2023, 459.144282, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 2730256804, 3103717640
Sun Mar 12 18:10:47 2023, 478.137040, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 3105190353, 3501935493
Sun Mar 12 18:11:46 2023, 459.588498, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 3503322818, 3873301729
Sun Mar 12 18:12:44 2023, 457.622193, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 3874656950, 4249965438
Sun Mar 12 18:13:43 2023, 458.229785, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 4251499858, 4619234512
Sun Mar 12 18:14:41 2023, 457.586293, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 4620544201, 4995618802
Sun Mar 12 18:55:49 2023, 246.480937, parallel, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 310071044, 891108131
Sun Mar 12 18:56:23 2023, 261.627963, parallel, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 894518339, 1449193311
